coreid	type	description	rights	references	source	language	license	identifier
wfo-0001026849	general	A soft-wooded, short-lived, erect shrub to 1 m, not reproducing vegetatively, glabrous except for minute glandular and simple hairs on young growths and calyx and corolla tips, unarmed, general aspect green.Sympodial units plurifoliate.Juvenile leaves c. 8 x 2 cm, oblong-lanceolate, margins undulate, up to 11 lobes, sinuses shallow and rounded, rarely cut more than half way to mid-vein; adult leaves linear-lanceolate, 5-10 x 0.5-1 cm, entire, base long-cuneate, apex rounded or acute; petiole 0.5-1 cm long.Inflorescence a 1-6 flowered cyme, in leaf axil or stem fork, the peduncle 0-10 mm long, the floral rhachis to 5 mm long, occasionally the inflorescence composed of a solitary pedicellate flower; pedicels 1-2 cm long, slender. Fruiting peduncles deflexed; calyx slightly enlarged. Buds globose to ellipsoid, soon exerted from the calyx tube.Flowers with the calyx 2-3 mm long, tube 1-2 mm long, the lobes 1 mm long, acute; corolla 2-3 cm diam., rotate, interacuminal tissue well developed exceeding petal tip thus appearing somewhat emarginate, colour RHS Sea Lavender Violet 637/2 and Aster Violet 38/2; filaments 1-2 mm long; anthers 2-3 mm long, oblong, stout, free, loosely erect, poricidal at the tips, the pores lengthening to slits; ovary 1-1.5 mm long, glabrous; style 7-8 mm long, pale purple, slightly curved; stigma capitate and slightly expanded, pale.Fruit a berry, 1.5-2.5 cm long, conical, (distinct amongst all native Australian solanums), green at maturity, sometimes slightly pruinose, little flesh, well filled with seeds and stony granules, shed with pedicel when mature; fruiting peduncles deflexed; calyx slightly enlarged.Seeds (80-)100-130, 1.75-2 mm, more or less discoidal, brown or grey-brown, the surfaces minutely but distinctly reticulate; stone cells (30-) 40 (-50), 1-1.5 mm, rarely greater than 2 mm, globular or facetted and often with seeds adherent, relatively large and conspicuous in seed preparations.		http://solanaceaesource.org/content/solanum-capsiciforme		eng	http://creativecommons.org/licenses/by/3.0/	e7490029-80f4-42ad-ac98-7594a4bb1204#general
wfo-0001026858	distribution	Rare in northern Mexico (Durango), then widespread from central Mexico (Jalisco, Aguascalientes, and Zacetecas), south to Oaxaca; 1320-2800 m; in and about cultivated fields, or in sandy or rocky ground, or rich soil, streamsides, grassy fields, in areas of tropical deciduous forests, or mesquite grasslands, or oak or pine or alder forests, xerophytic scrublands.		http://solanaceaesource.org/content/solanum-cardiophyllum		eng	http://creativecommons.org/licenses/by/3.0/	61a28efb-17ac-46ef-9a88-cf1309155aec#distribution
wfo-0001026858	general	Herbaceous tuber-bearing perennials up to 0.8 m tall. Stems 2-4 mm in diameter at base of plant.Sympodial units typically 3-6-foliate.Pseudostipules to 6-18 mm long, lunate. Leaves odd-pinnate, (3-) 5-15 (-30) cm long, 4.5-10.5 cm wide, glabrous and shiny adaxially and glabrescent abaxially; petioles 1.5-4 cm long; lateral leaflet pairs (1-) 2-3 (-4), the size of the lateral leaflets diminishing abruptly towards the base of the leaf; most distal lateral leaflets 1-10 cm long, 1-5 cm wide, ovate to ovate-lanceolate, apex acute, obtuse or rounded, base cordate, oblique or slightly cuneate; interjected leaflets 0-2.Inflorescence a dichasially branched, ebracteate, monochasial or dichasial cyme, 2-3 forked, generally in the distal half of the plant, with 4-24 flowers, all flowers perfect, peduncle 1-11.5 cm long; pedicels 6-10 mm long, articulate between the proximal ¼ and the distal ¼.Flowers with the calyx 2.5-3 mm long, lobes oblong or triangular, mucronate, acumens minute to 0.5 mm long. Corollas 1.3-1.5 cm in diameter, stellate, without acumens, edges of corolla flat, not folded dorsally, white-cream. Anthers 3-4 mm long, connate, yellow, apically poricidally dehiscent and often maturing to a short introrse apical slit, filaments 1-4 mm long. Ovary with style 6-7 mm long, exceeding stamens by 2-2.5 mm, straight, with stigma globose.Fruits 0.8-1 cm in diameter, globose, light green throughout.Seeds from living specimens green-white throughout, ovoid, ca. 2 mm long, with a thick covering of “hair-like” lateral walls of the testal cells that make the seeds mucilaginous when wet. Removal of these hair-like lateral walls by enzyme digestion reveals a honeycomb pattern at their base.		http://solanaceaesource.org/content/solanum-cardiophyllum		eng	http://creativecommons.org/licenses/by/3.0/	61a28efb-17ac-46ef-9a88-cf1309155aec#general
wfo-0001026858	genetics	Chloroplast DNA restriction site data available in: Spooner and Sytsma (1992). AFLP, morphological, and microsatellite data listed in: Lara-Cabrera (2001).		http://solanaceaesource.org/content/solanum-cardiophyllum		eng	http://creativecommons.org/licenses/by/3.0/	61a28efb-17ac-46ef-9a88-cf1309155aec#genetics
wfo-0001026895	distribution	SE Brazil in Araucauria forest, from 300 to 1200 m.		http://solanaceaesource.org/content/solanum-cassioides		eng	http://creativecommons.org/licenses/by/3.0/	6e68fad2-4b27-4b22-8b8b-c9ed4853acc2#distribution
wfo-0001026895	general	Shrublets or shrubs, 0.5-2 m tall; young stems and leaves sparsely pubescent with small dendritic trichomes, soon glabrate; bark of older stems dark reddish-brown.Sympodial units difoliate, usually not geminate.Leaves elliptic to narrowly elliptic, widest at the middle, the minor leaves if present not differing in size or shape from the majors, 3-12 x 1-5 cm, with 5-6 pairs of main lateral veins, the adaxial surface glabrous or with scattered uniseriate simple or dendritic trichomes with swollen reddish bases on the lamina, the abaxial surfaces pubescent with dendritic trichomes, these denser along the veins, the margins appearing toothed with small uniseriate swollen-based trichomes, the apex acute, the base attenuate; petioles 0.5-1.2 cm long.Inflorescences internodal, often borne on short side shoots, 0.5-1.5 cm long, simple, 5-8-flowered, pubescent with dendritic trichomes like those of the stems; pedicel scars closely spaced, not overlapping. Buds ellipsoid to obovate, the corolla long-exserted from the calyx tube. Pedicels at anthesis filiform, 1.4-2.1 cm long, erect or somewhat deflexed, contracted below the calyx tube, ca. 0.5 mm in diam. at the base and apex, sparsely pubescent with dendritic trichomes.Flowers with the calyx tube broadly conical, 1-1.5 mm long, the lobes deltoid, 1.5-2 mm long, with an elongate apical projection, sparsely pubescent with dendritic trichomes, with a tuft of simple uniseriate trichomes on the projection; corolla white, 2-2.3 cm in diam., lobed 2/3 of the way to the base, the lobes campanulate at anthesis with broad thin margins, the abaxial surfaces of the lobes pubescent with dendritic trichomes; anthers 4.5-5 x 1-1.5 mm, poricidal at the tips, the pores tear-drop shaped; free portion of the filaments minute, 0-0.5 mm long, the filament tube 0.5-1 mm long, glabrous; ovary glabrous or pubescent (only in type); style 0.8-1 cm long, glabrous or pubescent (in type only); stigma capitate, the surface minutely papillose.Fruit a globose, often apically pointed, green (drying mustard yellow) berry, 1-1.5 cm in diam., the pericarp very hard and woody; fruiting pedicels woody, deflexed, 2.5-3.2 x ca. 1 mm in diam. at the base.Seeds dark brown or pale tan, flattened reniform with incrassate margins, 2-3 x 2-2.5 mm, the surfaces minutely pitted.		http://solanaceaesource.org/content/solanum-cassioides		eng	http://creativecommons.org/licenses/by/3.0/	6e68fad2-4b27-4b22-8b8b-c9ed4853acc2#general
wfo-0001026905	distribution	Southern Africa, from Angola and Namibia to Botswana and the northern part of South Africa; growing in grassland, savanna or mixed woodland, on sand or limestone; 0-1000 m elevation.		http://solanaceaesource.org/content/solanum-catombelense		eng	http://creativecommons.org/licenses/by/3.0/	e4779f87-b70f-4d0f-8279-86b183d9f6e1#distribution
wfo-0001026905	general	Erect shrub to 0.4-1 m, unarmed to weakly prickly. Young stems terete, densely stellate-pubescent and unarmed to weakly prickly, with porrect, sessile to variously stalked trichomes, the stalks to 0.15 mm long, the rays 6-8, 0.2-0.5 mm long, the midpoints reduced or ca. same length as the rays, the prickles 1-6 mm long, 0.5-1.5 mm wide at base, straight or curved, pale yellow to orange-brown, stellate-pubescent in the lower 1/3, spaced 1-20 mm apart; bark of older stems moderately stellate-pubescent, brown. Sympodial units difoliate, not geminate. Leaves weakly lobed, sometimes subentire, the blades 3-8 cm long, 1-3.7 cm wide, 2-3 times longer than wide, ovate, sometimes oblong, chartaceous, drying weakly discolorous, dull gray-green to yellow-green, sparsely to moderately stellate-pubescent on both surfaces, with porrect, sessile or stalked trichomes, the stalks to 0.15 mm long, the rays 7-8, 0.3-0.4 mm long, the midpoints reduced or somewhat shorter than the rays, with 0(-2) prickles on both surfaces; the primary veins 5-6 pairs, the tertiary venation not visible to the naked eye; base rounded to attenuate; margins shallowly lobed, the lobes 2-3(-4) on each side, to 0.4(-1.5) cm long, extending to 1/4(-2/3) of the distance to the midvein, apically rounded; apex acute to rounded; petiole 0.5-1.5 cm long, 1/5-1/3 of the leaf blade length, densely stellate-pubescent, with 0(-2) prickles. . Inflorescences apparently lateral, 1-2.5 cm long, not branched, with 1-4 flowers, 1(-2) flowers open at any one time, densely stellate-pubescent, unarmed; peduncle 0-2 mm long; pedicels 0.5-0.7 cm long, erect, articulated at the base, densely stellate-pubescent, with 0-2 prickles; pedicel scars spaced 1-4 mm apart.Flowers 5-merous, apparently all perfect. Calyx 3-5 mm long, moderately stellate-pubescent, with 0(-10) prickles, the lobes 1-2 mm long, deltate, apically acute to acuminate. Corolla 0.9-1.3 cm in diameter, usually white, sometimes mauve, stellate, lobed for 1/2-3/4 of the way to the base, the lobes 3-5 mm long, ca. 2 mm wide, deltate, spreading, stellate-pubescent abaxially, the trichomes porrect, sessile or stalked, the stalks to 0.1 mm, the rays 6-8, 0.2-0.3 mm long, the midpoints ca. same length as the rays. Stamens equal, with the filament tube ca. 0.5 mm long, the free portion of the filaments ca. 0.2 mm long; anthers 2.5-3.5 mm long, connivent, tapering, poricidal at the tips. Ovary densely stellate-pubescent in the upper 1/3; style 0.6-0.7 cm long, slender, curved, densely stellate-pubescent in the lower 2/3-3/4.Fruit a spherical berry, 1-2 per infructescence, 0.75-1.1 cm in diameter, the pericarp smooth, dark green with pale green and cream markings when young, orange to red at maturity, glabrous; fruiting pedicels 0.7-1.4 cm long, 0.4-0.9 mm in diameter at base, woody, pendulous, with 0(-3) prickles; fruiting calyx lobes elongating to ca. 8 mm long, 1/5-1/3 the length of the mature fruit, with 0-20 prickles. Seeds ca. 10-25 per berry, 2.5-2.9 mm long, 1.9-2.5 mm wide, flattened-reniform, dull yellow to orange-brown, the surface smooth, with raised outlines of cells or small pits.		http://solanaceaesource.org/content/solanum-catombelense		eng	http://creativecommons.org/licenses/by/3.0/	e4779f87-b70f-4d0f-8279-86b183d9f6e1#general
wfo-0001026905	use	Mozambique: Shintomane or Chumtumana (Nuvunga & Petrini 7654).Uses. Medicinal.		http://solanaceaesource.org/content/solanum-catombelense		eng	http://creativecommons.org/licenses/by/3.0/	e4779f87-b70f-4d0f-8279-86b183d9f6e1#use
wfo-0001026923	distribution	This species is known from the Pacific coast of Costa Rica in the Cordillera de Talamanca, the Reserva Carara, and the Osa Peninsula. It has been collected in edges and understory of primary and secondary wet forest at 0-1700 m in elevation. It is probably also found in neighboring parts of Panama.		http://solanaceaesource.org/content/solanum-celsum		eng	http://creativecommons.org/licenses/by/3.0/	5f003529-0e86-4d1f-bbcc-ba3912b4dc05#distribution
wfo-0001026923	general	Shrub or small tree 2-6 m tall. Stems densely pubescent with sessile yellowish trichomes intermediate between stellate hairs and peltate scales, the entire hair ca. 0.1-0.3 mm in diameter, the rays 10 or more, very short, somewhat fused at center, the midpoints nearly absent or up to 0.5 mm long, sometimes gland-tipped.Sympodial units 4-5- to many-foliate, geminate or not.Leaves simple, the blades 4-18 x 1-7 cm, 2-3 (-5) times as long as wide, elliptic to elliptic-ovate, sometimes paired with much smaller, more rounded and nearly sessile leaves 1-4 x 1-3 cm, chartaceous, glabrescent to sparsely pubescent adaxially with denser pubescence on midvein, moderately to densely pubescent abaxially with sessile whitish stellate to multangulate hairs ca. 0.1-0.3 mm in diameter, the lateral rays very short, 10 or more, the midpoints nearly absent or up to 0.5 mm long, eglandular; base cuneate to rounded; margin entire; apex acuminate; petioles 0.5-1 cm, densely pubescent with hairs like those of the stem.Inflorescences 5-9 cm, usually leaf-opposed, forked or further branched, with 20-50 or more flowers, all flowers apparently perfect, the axes densely pubescent with hairs like those of the stem, these sometimes with relatively long glandular midpoints; peduncle 3-5 cm; rachis 1.5-4 cm; pedicels 5-10 mm in flower, 5-15 mm in fruit, erect, spaced 0-5 mm apart, articulated at the base.Flowers with the calyx 2-2.5 mm long, the tube 1-1.5 mm, the lobes 1-1.5 x 1 mm, deltate, acute at tips, moderately to densely pubescent with hairs like those of the stem; fruiting calyx slightly accrescent, the lobes 2-2.5 x 2 mm, subtending but not covering the fruit. Corolla 0.6-0.8 cm in diameter, 5-6 mm long, stellate, chartaceous, white or purple, the tube ca. 1 mm, the lobes 3-4 x 1.5-2 mm, lanceolate, densely pubescent abaxially, glabrous adaxially. Stamens equal, the filaments ca. 0.5 mm; anthers ca. 2 x 1 mm, oblong, not connivent, yellow or orange, the pores large, directed distally, opening into longitudinal slits with age. Ovary glabrous or sparsely pubescent; style 3-5 x 0.25-0.5 mm, cylindrical, glabrous or sparsely pubescent, straight or curved; stigma capitate.Fruits 0.8-1 cm in diameter, globose, green, possibly ripening red or black, glabrous or sparsely pubescent, held upright.Seeds ca. 3 x 2 mm, strongly flattened, yellow to light brown, the surface rugulose.		http://solanaceaesource.org/content/solanum-celsum		eng	http://creativecommons.org/licenses/by/3.0/	5f003529-0e86-4d1f-bbcc-ba3912b4dc05#general
wfo-0001026925	distribution	Across northern Sub-Saharan Africa from Senegal to Cameroon, Chad (fide Brundu  450-1200 m elevation.		http://solanaceaesource.org/content/solanum-cerasiferum		eng	http://creativecommons.org/licenses/by/3.0/	3416d49b-eb42-4c95-8a84-3d11b080c767#distribution
wfo-0001026925	general	Erect shrub, 0.5-1.5 m, prickly. Young stems terete, moderately stellate-pubescent to glabrescent and prickly, with porrect, translucent, sessile or sometimes stalked trichomes, the stalks to 0.2 mm long, the rays 6-10, 0.1-0.3 mm long, the midpoints ca. same length as the rays or reduced, with minute simple hairs, the prickles 3-7 mm long, 1.5-4.5 mm wide at base, straight to gently curved, deltate, flattened, pale yellow-orange, glabrous, spaced 3-20 mm apart; bark of older stems glabrescent, green-brown to dark brown. Sympodial units plurifoliate. Leaves lobed, the blades 6-17 cm long, 4-14 cm wide, 1.5-2.5 times longer than wide, ovate to elliptic, membranous to chartaceous, drying concolorous, green-brown to red-brown, sparsely to moderately stellate-pubescent on both surfaces, with porrect, sessile or stalked trichomes, the stalks to 0.1 mm long, the rays 5-8, 0.1-0.3 mm long, the midpoints ca. same length as the rays or reduced, with minute simple hairs, with 0-20 prickles on both surfaces on both surfaces; the primary veins 4-5 pairs, the tertiary venation visible on both surfaces; base attenuate; margins lobed, the lobes 2-4 on each side, 0.5-4 cm long, extending 1/4-2/3 of the distance to the midvein, deltate to oblong, sometimes with secondary lobing, apically rounded to acute; apex acute; petiole 1-3.5 cm long, 1/6-1/3 of the leaf blade length, glabrescent, with 0-7 prickles. Inflorescences apparently terminal or lateral, 3-7 cm long, rarely branched, with 4-10 flowers, 1-4 flowers open at any one time, moderately stellate-pubescent to glabrescent, with 0(-2) prickles; peduncle 1-25 mm long; pedicels 0.9-1.8 cm long in long-styled flowers, 0.7-1.8 cm long in short-styled flowers, erect to pendent, articulated at the base, moderately stellate-pubescent to glabrescent, with 0-5 prickles on long-styled flowers, unarmed on short-styled flowers; pedicel scars spaced 2-5 mm apart.Flowers 5-merous, heterostylous and the plants andromonoecious, with the lowermost flower long-styled and hermaphrodite, the distal flowers short-styled and staminate. Calyx 7-12 mm long in long-styled flowers, 5.5-10 mm long in short-styled flowers, moderately stellate-pubescent to glabrescent, with 0-20 prickles in long-styled flowers and 0-5 prickles in short-styled flowers, the lobes 4-7 mm long in long-styled flowers, 2.5-6 mm long in short-styled flowers, deltate to narrow-deltate, apically acuminate. Corolla 2.4-3 cm in diameter in long-styled flowers, 1.8-2.5 cm in diameter in short-styled flowers, white to mauve, stellate, lobed for 1/3-1/2 of the way to the base, the lobes 6-8 mm long, ca. 10 mm wide in long-styled flowers, 5-8 mm long and 5-8 mm wide in short-styled flowers, broad-deltate, spreading, sparsely stellate-pubescent abaxially, the trichomes porrect, sessile, the rays 6-10, 0.1-0.2 mm long, the midpoints ca. same length as the rays. Stamens equal, with the filament tube ca. 2 mm long, the free portion of the filaments 1-1.3 mm long; anthers 6-8 mm long in long-styled flowers, 5-6 mm long in short-styled flowers, connivent, tapering, poricidal at the tips. Ovary stellate-pubescent in the upper 1/3; style 1-1.4 cm long in long-styled flowers, stout, straight or gently curved, moderately stellate-pubescent in the lower 2/3. Fruit a spherical berry, 1-3 per infructescence, ca. 3.5 cm in diameter, the pericarp smooth, dark green with pale green and cream markings when young, yellow at maturity, glabrous; fruiting pedicels ca. 2.5 cm long, 1.5-2 mm in diameter at base, woody, pendulous, with 0-10 prickles; fruiting calyx lobes not elongating, ca. 1/6 the length of the mature fruit, reflexed, with 0-20 prickles. Seeds ca. 100-200 per berry, 2.4-2.6 mm long, 1.8-2 mm wide, flattened-reniform, orange-brown.		http://solanaceaesource.org/content/solanum-cerasiferum		eng	http://creativecommons.org/licenses/by/3.0/	3416d49b-eb42-4c95-8a84-3d11b080c767#general
wfo-0001026925	use	Local Names. Sudan: Kaderabas (Arabic, Simpson 7086).		http://solanaceaesource.org/content/solanum-cerasiferum		eng	http://creativecommons.org/licenses/by/3.0/	3416d49b-eb42-4c95-8a84-3d11b080c767#use
wfo-0001026946	distribution	Solanum chacoense is widely distributed from southern Peru (Dept. Puno) to central Argentina (Depts. La Pampa and Buenos Aires), in a wide diversity of habitats, in full sun or in dense shade, in dry or moist areas, among bushes, in scrub or thorn forests or savannas, near the seashore, in moist subtropical forests, on rocky slopes, in cultivated fields, banana plantations, or roadsides, 0-3700 m in elevation. It has also escaped from cultivation outside its native range in the USA and Europe.		http://solanaceaesource.org/content/solanum-chacoense		eng	http://creativecommons.org/licenses/by/3.0/	123344db-21aa-4d54-a159-08abf3723197#distribution
wfo-0001026946	general	Herbs 0.5-2 m tall, erect. Stems 3.5-10 mm in diameter at base of plant, green to purple or green and purple mottled, unwinged or with wings to 2 mm, glabrous to densely short pubescent; tubers typically borne singly at the end of each stolon.Sympodial units tri- to plurifoliate, not geminate.Leaves odd-pinnate, the blades 10-39 x 6-24 cm, green, membranous to chartaceous, glabrous to densely short-pubescent adaxially and abaxially with hairs like those of the stems; lateral leaflet pairs 4-7, often subequal except for the most proximal 1 or 2 pairs that are greatly reduced in size; most distal lateral leaflets 2.7-9 x 0.9-3.5 cm, narrowly to broadly ovate to elliptic, the apex acute to acuminate, the base typically oblique, rounded to truncate, petiolules 0-5 mm long; terminal leaflet 4.1-9.4 x 0.9-4.3 cm, ovate to elliptic, the apex acute to acuminate, the base truncate to attenuate; interjected leaflets 0-20, sessile to short petiolulate, ovate to orbicular; petioles 1-4 cm, glabrous to densely short pubescent. Pseudostipules 3-20 mm long, pubescent with hairs like those of the stem.Inflorescences 2-15 cm, terminal with a subtending axillary bud, generally in distal half of the plant, usually forked, with 8-25 flowers, with all flowers apparently perfect, the axes pubescent with hairs like those of the stem; peduncle 2.5-10.5 cm long; pedicels 12-23 mm long in flower and fruit, spaced 1-10 mm apart, articulation extremely variable from the proximal half to the distal third.Flowers homostylous, 5-merous. Calyx 3-5 mm long, the tube 1-2 mm, the lobes 1-4 mm, acute to long attenuate, the acumens 0.5-2 mm long, with hairs like those of the stem. Corolla 1.6-3.7 cm in diameter, deeply stellate to pentagonal, pure white to creamy yellow-white adaxially and abaxially, the tube 1-2 mm long, the acumens 2-5 mm long, the corolla edges flat, not folded dorsally, glabrous adaxially, minutely puberulent abaxially, especially along the midribs, ciliate at the margins, especially at the tips of the corollas. Stamens with the filaments 1-2 mm long; anthers 5-7 mm long, lanceolate, connivent, yellow, poricidal at the tips, the pores lengthening to slits with age. Ovary glabrous; style 8-15 mm x ca. 1 mm, exceeding stamens by 3-6 mm, straight, glabrous; stigma clavate to capitate.Fruit a globose to slightly ovoid berry, 1.5-2 cm in diameter, green to green with purple streaks when ripe, often with scattered white dots, glabrous.Seeds from living specimens ovoid and ca. 2 mm long, whitish to greenish in fresh condition and drying brownish, with a thick covering of “hair-like” lateral walls of the testal cells that make the seeds mucilaginous when wet, green-white throughout; testal cells honeycomb-shaped when lateral walls removed by enzyme digestion.		http://solanaceaesource.org/content/solanum-chacoense		eng	http://creativecommons.org/licenses/by/3.0/	123344db-21aa-4d54-a159-08abf3723197#general
wfo-0001026962	distribution	In the understory of montane forest in northern Bolivia, on eastern Andean slopes from 1900-2200 m. Plants of Solanum chalmersii grow both in the forest understory and in disturbed areas along roads and streams, attaining higher population densities in open areas.		http://solanaceaesource.org/content/solanum-chalmersii		eng	http://creativecommons.org/licenses/by/3.0/	4b80ff07-9b80-49bc-8f92-0876b8b78f2b#distribution
wfo-0001026962	general	Shrubs or small trees 2-6 m tall. Young stems and leaves densely white pubescent with simple, uniseriate trichomes ca. 1 mm long, composed of 2-5 cells; older stems remaining densely white pubescent, occasionally glabrate, unarmed; bark of the older stems and trunks pale yellowish white.Sympodial units unifoliate or difoliate and geminate.Leaves simple, the blades 1.5-17 x 1-6 cm, dimorphic, the major leaves 9-17 x 3-6 cm, elliptic to narrowly elliptic, the minor leaves 1.5-3 x 1-2 cm, differing from the major ones only in size, but occasionally somewhat rounder in outline, chartaceous, evenly pubescent adaxially with simple uniseriate trichomes ca. 1 mm long, densely pubescent abaxially with white uniseriate trichomes 1-1.5 mm long, the trichomes denser on the veins; main lateral veins 9-12 pairs, raised above, prominent and yellowish beneath; base acute; margin entire; apex acute, rounded at the very tip; petioles 0.3-0.7 cm in major leaves, ca. 0.5 cm in minor leaves, densely pubescent.Inflorescences 1.5-5 cm, opposite the leaves or occasionally somewhat internodal, unbranched, with 10-20 flowers, all flowers apparently perfect, the axes densely white pubescent with simple uniseriate trichomes 0.5-1.5 mm; peduncle 1-3 cm; rachis 1-4.5 cm; pedicels 10-12 mm in flower, tapering from the abrupt base of the calyx tube to a slender base 0.5-0.8 mm in diameter, deflexed, 15-22 mm in fruit, 0.5-1 mm in diameter at the base, pendent, woody, closely packed, often overlapping, articulated at the baseBuds when very young appearing globose, the corolla soon exerted from the calyx lobes, the buds later becoming obovoid just before anthesis. Calyx 2-2.5 mm long, the tube 1-1.5 mm, obconic, the lobes ca. 1 x 1 mm, deltate to broadly triangular, abruptly constricted to an elongate tip ca. 0.5 mm long, densely pubescent with simple, uniseriate trichomes like those of the rest of the inflorescence; fruiting calyx not accrescent, the lobes ca. 1 x 1 mm, brittle and somewhat patent. Corolla 1.5-2 cm in diameter, ca. 10 mm long, stellate, lobed 2/3-3/4 of the way to the base, chartaceous, white or sometimes tinged purplish, the tube ca. 1 mm, the lobes ca. 1 x 0.5 mm at base, ovate-lanceolate, reflexed at anthesis, acute at apices, densely and evenly pubescent abaxially with simple uniseriate trichomes ca. 0.5 mm long, glabrous adaxially except for the densely papillose margins, the tips of the lobes densely papillose and somewhat cucullate. Filaments glabrous, the free portion 0.8-1 mm, the filament tube 1-2 mm, with small teeth arising from the filament tube between the anthers; anthers 4-5 x 1-1.5 mm, oblong, slightly sagittate at base, connivent, yellow, the pores tear-drop shaped, opening into longitudinal slits with age. Ovary glabrous; style 6-7 x ca. 0.05 mm, cylindrical, straight, glabrous; stigma capitate.Fruit 1-1.2 cm in diameter, globose, green, glabrous.Seeds 3-3.5 x 2-2.5 mm, pale yellow in dry material, flattened-reniform, the surfaces minutely pitted, the margin incrassate and darker yellow.		http://solanaceaesource.org/content/solanum-chalmersii		eng	http://creativecommons.org/licenses/by/3.0/	4b80ff07-9b80-49bc-8f92-0876b8b78f2b#general
wfo-0001026964	distribution	In N. Peru at middle elevations in the Department of San Martin, the Maynesian Andes of Spruce (Spruce, 1908).		http://solanaceaesource.org/content/solanum-chamaepolybotryon		eng	http://creativecommons.org/licenses/by/3.0/	2b7db40f-f6fc-40eb-90c0-474d8f608a1b#distribution
wfo-0001026964	general	Small fleshy herb, 10-30 cm tall. Stems slender, glabrous or with a few simple uniseriate trichomes in a distinct line along one side, not conspicuously lenticellate, green or purplish. Sympodial units unifoliate.Leaves pinnate, ca. 20 x 10 cm, elliptic to obovate, with 2-4 pairs of leaflets, glabrous or sparsely pubescent with simple uniseriate trichomes ca. 0.5 mm long, along the veins, rachis and petiole; petiole ca. 3 cm long; lateral leaflets 3.5-7 x 1-2.5 cm, with ca. 5 pairs of primary veins, the base attenuate, the apex acute to acuminate; petiolule ca. 0.5 cm, lightly winged; basal leaflets equal to the laterals in size and shape; terminal leaflet more obovate, 4.5-8.5 x 1-2.5 cm, the base long-attenuate onto the rachis, the apex acuminate; petiolule 0.5-1 cm long, often winged and not differentiated from the rachis. Inflorescence axillary, 0.5-1 cm long, simple, bearing flowers only at the tip, with ca. 2 flowers open at a time, ca. 5 scars, glabrous. Buds globose, ca. 1 mm in diameter, exserted from the calyx tube. Pedicels at anthesis 3-5 mm long, filiform, horizontal or nodding. Flowers with the calyx tube conical, 0.5-1 mm long, the simple, uniseriate trichomes; corolla greenish yellow or purple, 7-8 mm in diameter, lobed nearly to the base, the lobes reflexed (?) at anthesis, minutely papillate at the tips and along the margins; anthers ca. 1.5 x 0.5 mm, poricidal at the tips, the free portion of the filaments ca. 0.5 mm long, the filament tube ca. 0.5 mm long; ovary conical, glabrous; style 2-2.5 mm long, glabrous; stigma minutely capitate. Fruit (immature) a conical, green berry, ca. 1 cm in diameter, ca. 1.2 cm long, the beak ca. 2 mm long, surface smooth to somewhat rugose; fruiting pedicel 1-1.2 cm long, erect. Not known.		http://solanaceaesource.org/content/solanum-chamaepolybotryon		eng	http://creativecommons.org/licenses/by/3.0/	2b7db40f-f6fc-40eb-90c0-474d8f608a1b#general
wfo-0001026981	distribution	Endemic to the Galápagos Islands, Ecuador from sea level to 1300 m.		http://solanaceaesource.org/content/solanum-cheesmaniae		eng	http://creativecommons.org/licenses/by/3.0/	5b83363c-ebc7-4360-97f3-cf6a5317458c#distribution
